__ON__ LIEB ZUSCHAUER ABEND	liebe zuschauer guten abend .
__ON__ HEUTE KOMMEN loc-NORD MITTE KOMMEN __OFF__	hoher luftdruck zwischen azoren und baltikum bestimmt weiterhin im norden und in der mitte deutschlands das wetter .
__OFF__ MITTE ALPEN TIEF KOMMEN SUED REGEN-PLUSPLUS __OFF__	das tief das vom mittelmeer zu den alten zieht sorgt im süden für regenfälle .
__ON__ HEUTE NACHT MEHR KLAR STERN KOENNEN SEHEN SUED WOLKE HIMMEL REGEN IX-PLUSPLUS KOENNEN __OFF__	die nacht verläuft meist klar im süden liegen die wolken dichter beieinander stellenweise regnet es .
__ON__ TAG SCHWARZ WALD BAYERN loc-REGION REGEN-PLUSPLUS STARK REGEN-PLUSPLUS KOENNEN	am tag muss vor allem zwischen schwarzwald im bayrischem wald mit regen gerechnet werden der kräftig sein kann .
loc-REGION WOLKE __EMP__ VIEL SONNE __OFF__	in der nordhälfte neben lockeren wolken viel sonne .
__OFF__ loc-NORDOST WIND WEHEN-PLUSPLUS loc-SUED WEHEN KOENNEN KOENNEN IX-PLUSPLUS KOENNEN STURM __OFF__	im nordosten weht der wind schwach bis mäßig richtung südwesten teilweise frischer bis starker wind mit einzelnen stürmischen böen in den hochlagen auch sturmböen .
__ON__ __??__ TATSAECHLICH STURM KOENNEN __OFF__ __ON__ HEUTE NACHT FUENFZEHN GRAD loc-REGION BIS FUENF GRAD NORD	heute nacht fünfzehn grad im breisgau und bis fünf grad im norden .
TAG SECHSZEHN loc-REGION __OFF__ __ON__ SONST DREI ZWANZIG GRAD loc-REGION __OFF__	am tag sechzehn grad an der ostsee und dort wo es länger regnet sonst bis dreiundzwanzig grad .
__ON__ DONNERSTAG MITTE loc-REGION SCHAUER SCHAUER AUCH SUED AUCH TEILWEISE GEWITTER GEWITTER	am donnerstag regnet es auch in der mitte im süden außerdem teilweise kräftige gewitter .
NORD IX-PLUSPLUS SONNE __OFF__	im norden zeigt sich gebietsweise die sonne .
__ON__ FREITAG AUCH NORD FREUNDLICH __PU__ SONST WOLKE __PU__ AUCH TEILWEISE GEWITTER GEWITTER REGEN REGEN	auch am freitag ist es im norden zum teil freundlich sonst mehr wolken als sonne teilweise gewittrige regenfälle .
SAMSTAG INSGESAMT WECHSELHAFT __OFF__	am samstag insgesamt wechselhaftes wetter .
__ON__ JETZT WETTER WIE-AUSSEHEN MORGEN MITTWOCH SECHSZEHN MAERZ __OFF__	und nun die wettervorhersage für morgen mittwoch den sechzehnten märz .
GLEICH SPANIEN __LEFTHAND__ __LEFTHAND__ __LEFTHAND__ __LEFTHAND__ AB MORGEN IX IX BESONDERS IX LUFT IX KOMMEN	gleichzeitig nähert sich ein tief von spanien das ab morgen unser wetter bestimmt .
UNTERSCHIED-PLUSPLUS DEUTSCH LAND WIND ENORM STURM	da die luftdruckunterschiede über deutschland recht groß sind lebt auch der wind teilweise stürmisch auf .
__ON__ MORGEN FRUEH MEISTENS WOLKE WOLKE SONST ORT-PLUSPLUS FREUNDLICH	der tag beginnt zum teil stark bewölkt in manchen regionen auch freundlich .
IM-VERLAUF UMWANDELN WOLKE WOLKE SUEDOSTRAUM REGEN REGEN	später gibt es dann immer mehr wolken die im osten und süden gebietsweise regen bringen .
WIND SCHWACH MAESSIG FRISCH __OFF__ __ON__ MEER IX KUESTE STURM ENORM UND ERZ BERG BAYERN WALD AUCH DABEI STURM __OFF__	der wind bläst mäßig bis frisch und teilweise stark böig im bergland sowie an den küsten stürmische böen im erzgebirge und im bayerischen wald auch sturmböen .
__ON__ HEUTE NACHT NORDOSTRAUM MINUS ZWEI __LEFTHAND__ PLUS ACHT GRAD GRAD __LEFTHAND__	minus zwei grad heute nacht im nordosten plus acht im rhein main gebiet .
MORGEN MAXIMAL SECHSZEHN NORDOSTRAUM NUR DREI GRAD IX __OFF__	dort morgen bis sechzehn an der ostsee dagegen nur kühle drei grad .
__ON__ IM-VERLAUF IM-VERLAUF MEHR KUEHL SINKEN BESONDERS SUEDOSTRAUM DONNERSTAG LANG REGEN REGEN REGEN	in den nächsten tagen kühlt es weiter ab dabei gibt es vor allem in der südosthälfte am donnerstag teilweise länger andauernder regenfälle .
FREITAG SUEDOSTRAUM NORDWESTRAUM NOCH TEIL REGEN REGEN SAMSTAG BERG SCHNEE SCHNEE __PU__ __OFF__	am freitag im südosten und nordwesten noch zeitweise regen und am samstag rieselt im bergland auch etwas schnee .
__ON__ JETZT WETTER MORGEN MORGEN SONNTAG SECHSZEHN MAI __OFF__	und nun die wettervorhersage für morgen sonntag den sechzehnten mai .
__ON__ ATLANTIK HOCH MORGEN KOMMEN UNSER WETTER BESSER	das hoch über dem atlantik gewinnt morgen an bedeutung für unser wetter .
__EMP__ TROTZDEM LUFT KUEHL __PU__	dabei strömt weiter kühle luft nach deutschland .
HEUTE NACHT NORD loc-NORD REGEN REGEN ALPEN MOEGLICH REGEN REGEN loc-REGION HAUPTSAECHLICH TROCKEN __PU__	in der nacht regnet es im norden und an den alpen mancherorts sonst bleibt es auf trocken .
AUCH loc-NORDWEST REGEN REGEN MOEGLICH __PU__ loc-REGION WECHSELHAFT SONNE WOLKE REGEN WENIG __PU__	auch im nordosten regnet es noch stellenweise sonst mal sonne mal wolken und nur selten schauer .
WIND MAESSIG MAESSIG WEHEN WEHEN KUESTE AUCH HOCH ALPEN MOEGLICH __PU__ STARK WEHEN WEHEN __OFF__	der wind weht mäßig gelegentlich auch frisch an den küsten sowie in den höhenlagen der nördlichen und östlichen mittelgebirge einzelne stürmische böen .
MORGEN OST SEE NEUN GRAD FLUSS SIEBZEHN GRAD __OFF__	am tag neun grad an der ostsee und siebzehn grad am rhein .
MONTAG WECHSELHAFT SONNE WOLKE __PU__ MANCHMAL REGEN MOEGLICH	am montag mal sonnenschein mal liegen die wolken dichter beieinander hier und da schauer .
DIENSTAG SONNE WOLKE WECHSELHAFT MANCHMAL REGEN WENIG __PU__	am dienstag sonne und wolken im wechsel nur vereinzelt schauer .
MITTWOCH UEBERWIEGEND WOLKE REGEN-PLUSPLUS __OFF__	am mittwoch ist es meist stark bewölkt und es regnet verbreitet .
__ON__ HIER WETTER WIE-AUSSEHEN MORGEN MONTAG SECHSZEHN NOVEMBER __OFF__	und nun die wettervorhersage für morgen montag den sechzehnten november .
SONST REGEN loc-REGION VOR MM loc-WEST REGEN MAL MAL SONNE __OFF__	sonst breitet sich der mitunter kräftige regen nach vorpommern aus im westen neben kräftigem schauern auch lichtblicke .
__ON__ TAG WIND WEHEN WEHEN loc-REGION STARK WEHEN WIE STURM MOEGLICH	am tag weht der wind im nordwesten frisch dort kann er böen und sturmstärke erreichen .
HEUTE NACHT KOENNEN loc-NORD ZEHN loc-SUED VIER __OFF__	heute nacht zehn grad in nordfriesland bis vier grad ganz im südosten .
__ON__ TAG VIER NEUN loc-NORD MAXIMAL SECHSZEHN loc-SUEDWEST __OFF__	am tag neun grad an der ostsee und bis sechzehn grad im südwesten .
MITTWOCH WOLKE __HOLD__ MEHR WENIG BEWOELKT UND UND REGEN MIT WIND	am mittwoch liegen die wolken mal mehr mal weniger dicht beieinander gebietsweise regnet es dabei ist es windig .
DONNERSTAG REGEN REGEN WIND NORD loc-REGION __HOLD__ loc-REGION FREUNDLICH __OFF__	am donnerstag regen und wind im norden im süden ist es recht freundlich .
__ON__ JETZT WETTER MORGEN FREITAG SECHSZEHN OKTOBER __OFF__	und nun die wettervorhersage für morgen freitag den sechzehnten oktober .
__ON__ NORD BEREICH TIEF KOMMEN __HOLD__ MITTE EUROPA TIEF KOMMEN	das tief das sich vom nordmeer weiter nach südosten ausdehnt verbindet sich mit dem tief über mitteleuropa .
DESHALB DEUTSCH LAND UEBERALL __PU__ LUFT DRUCK TIEF	damit setzt sich überall in deutschland tiefer luftdruck durch .
MOEGLICH E BERG WIND __OFF__	für die höhenlagen des erzgebirges gelten unwetterwarnungen des deutschen wetterdienstes .
__ON__ MUESSEN SAGEN MOEGLICH SCHNEE SCHNEE ODER SCHNEE KOMMEN KOMMEN	gewarnt wird vor neuschnee und schneeverwehungen .
__HOLD__ NACHT AUCH MORGEN MOEGLICH OST loc-REGION BERG OBEN UNTEN AUCH __PU__	in der nacht und auch am tag muss in der osthälfte stellenweise weiter mit schnee oder schneeregen bis in tiefe lagen gerechnet werden .
__ON__ HEUTE NACHT __PU__ FUENF GRAD loc-OST SEE SUED MINUS VIER GRAD __OFF__	heute nacht werte zwischen fünf grad an der ostsee und minus vier grad im schwarzwald .
__ON__ SONNTAG SAMSTAG WEST loc-REGION NORD loc-REGION WECHSELHAFT SONNE WOLKE	am samstag im westen und nordwesten mal sonne mal wolken .
loc-REGION	sonst regnet es gebietsweise .
BERG IX SCHNEE SCHNEE __OFF__	im bergland schnee .
__ON__ SONNTAG TEIL REGEN REGEN TEIL SCHNEE SCHNEE REGEN REGEN __PU__ WAHRSCHEINLICH SONNE WOLKE	am sonntag stellenweise etwas regen oder schneeregen im osten und südosten sonst mal sonne mal wolken .
MONTAG AUCH MISCHUNG SONNE WOLKE NEBEL NORD loc-REGION REGEN REGEN __OFF__	auch am montag eine mischung aus sonne wolken und nebel an den küsten regnet es etwas .
__ON__ GUT ABEND LIEB ZUSCHAUER poss-EUCH	guten abend liebe zuschauer .
KUESTE STURM HIER WENIG ABER NORDRAUM BLEIBEN STURM	der sturm an den küsten flaut etwas ab aber es bleibt im norden noch stürmisch .
DAENEMARK STURM TIEF SCHWEDEN SUED IX STURM KUESTE REGEN	wir haben ein sturmtief über dänemark das jetzt weiterzieht richtung südschweden viel regen fällt dabei heute nacht noch an den küsten .
MORGEN AUCH SCHAUER NOCHEINMAL KUEHL cl-KOMMEN cl-KOMMEN NORDWESTRAUM TATSAECHLICH HERBST	auch morgen gibt es schauer und es kommt noch mal etwas kühlere luft aus dem nordwesten zu uns .
HEUTE NACHT HEFTIG REGEN REGEN KUESTE __EMP__ GEWITTER SONST REGION MITTE REGION AUCH REGEN ALPEN	heute nacht also recht kräftiger regen an den küsten vielleicht auch noch ein einzelnes gewitter sonst am nordrand der mittelgebirge auch den regen und an den alpen .
IX AUCH MORGEN DURCHGEHEND DURCHGEHEND SCHAUER SCHAUER SCHAUER	dort wird es auch morgen noch einzelne schauer geben .
ABER REGEN REGEN REGEN DANN VOR MITTAG ANFANG __EMP__ NORDRAUM AUCH GEWITTER	aber da gibt es viele regenschauer und anfangs am vormittag an der ostsee wahrscheinlich auch gewitter .
HEUTE NACHT STURM BIS ZEHN WIND STARK SEHEN DIESE ZEIGEN-BILDSCHIRM BESONDERS NORDRAUM IX AUCH	es ist stürmisch in dieser nacht noch also bis windstärke zehn müssen wir noch rechnen einzelne böen vor allen dingen an der ostsee jetzt in den nächsten stunden auch wieder an der nordsee .
MORGEN FRUEH VERSCHWINDEN WIND UNGEFAEHR SECHS BIS ACHT __OFF__	und morgen er flaut ein bisschen ab der sturm windstärke etwa sechs bis acht .
TEMPERATUR TEMPERATUR NUR VIERZEHN SECHSZEHN NORDRAUM ZWISCHEN ZWISCHEN ACHTZEHN GRAD GRAD	ja die temperaturen dann auch nur noch vierzehn bis sechzehn grad in norddeutschland bis achtzehn im süden .
IN-KOMMEND GLEICH FREITAG __PU__ KUEHL WETTER NORDRAUM	die nächsten tage eigentlich ganz genauso freitag also schauriges und windiges wetter in norddeutschland .
ABER SAMSTAG SONNTAG IX BISSCHEN SCHAUER SCHAUER ALPEN IX SCHAUER SCHAUER ZWISCHEN REGION FREUNDLICH SONNE __PU__	aber dann am wochenende ein paar schauer an den küsten ein paar an den alpen aber zwischendrin sieht es auch sehr freundlich aus .
SCHOEN ABEND MACHEN GUT poss-EUCH __OFF__	ihnen einen schönen abend und machen sie es gut .
__ON__ JETZT WETTER VORAUSSAGE MORGEN DONNERSTAG SECHSZEHN SEPTEMBER __OFF__	und jetzt die wettervorhersage für morgen donnerstag den sechzehnten september .
__ON__ TIEF MIT WOLKE ALPEN IX GERADE REGEN REGEN REGEN	wolken eines tiefs sorgen dafür dass es an den alpen regnet .
cl-KOMMEN NORDRAUM AUCH SCHAUER SCHAUER SCHAUER __OFF__	außerdem lenkt das tief schauer in den norden deutschlands .
__ON__ NORDRAUM HEUTE NACHT TEIL TEIL REGEN BERG IX AUCH DABEI GEWITTER GEWITTER	in der nordhälfte regnet es heute nacht zeitweise an der see sind auch einzelne gewitter dabei .
ALPEN IX AUCH REGEN REGEN SONST REGION SUEDRAUM __PU__ TROCKEN	auch an den alpen regnet es sonst ist es im süden trocken .
MORGEN SONNE WOLKE BESONDERS NORDRAUM SCHAUER SCHAUER KUESTE GEWITTER GEWITTER __OFF__	morgen mal sonne mal wolken vor allem in der nordhälfte schauer an den küsten einzelne gewitter .
__ON__ NORDRAUM IX HIER NACHT WAHRSCHEINLICH ORKAN MOEGLICH MOEGLICH WARNUNG DEUTSCH IX WETTER DIENST __ON__	an der nordseeküste sind zu beginn der nacht orkanartige böen möglich es gelten warnungen des deutschen wetterdienstes .
__ON__ TAG NORDRAUM STARK FRISCH WEHEN DANN BERG IX STURM DABEI	am tag im norden frischer bis starker wind dort sowie auf den bergen sind sturmböen mit dabei .
HEUTE NACHT SIEBEN ZWISCHEN ZWOELF SAUER LAND MORGEN VIERZEHN __LEFTHAND__ IX ZWANZIG GRAD GRAD __OFF__	heute nacht sieben bis zwölf grad am tag dann vierzehn grad im sauerland und zwanzig grad am oberrhein .
__ON__ FREITAG __PU__ BESONDERS SUEDWESTRAUM SONNE NORDRAUM SCHAUER SCHAUER IX OSTRAUM STARK WIND	am freitag gibt es die größten chancen auf sonne im südwesten in der nordhälfte schauer an der ostsee ist es sehr windig .
__ON__ JETZT WETTER MORGEN SAMSTAG SIEBZEHN APRIL __OFF__	und nun die wettervorhersage für morgen samstag den siebzehnten april .
__ON__ HEUTE NACHT loc-SUEDOST loc-REGION NOCH WOLKE BISSCHEN REGEN REGEN WENIG __PU__ __ON__ HAUPTSAECHLICH loc-REGION KLAR HIMMEL	heute nacht halten sich über dem süden noch für längere zeit wolkenfelder es fallen nur noch wenige schauer sonst ist es klar .
MORGEN HAUPTSAECHLICH SONNE __PU__ SUED loc-SUED BERG MOEGLICH WOLKE __PU__ KUESTE loc-REGION MOEGLICH WOLKE HABEN2	am tag viel sonne im süden entwickeln sich vor allem über den bergen ein paar quellwolken auch an den küsten ist es ab und an wolkig .
SUED loc-SUED MITTE UNTERSCHIED WEHEN NORD loc-NORD MAESSIG WEHEN WEHEN KUESTE MOEGLICH STURM MOEGLICH __PU__	im süden schwacher nordostwind in der mitte schwacher wind aus unterschiedlichen richtungen im norden weht er mäßig an der see frisch unmittelbar an der ostsee kann es stürmische böen geben .
HEUTE NACHT PLUS VIER BIS MINUS VIER GRAD MORGEN NORD loc-NORD ZEHN GRAD SUED loc-SUED NEUNZEHN GRAD __OFF__	heute nacht plus vier bis minus vier grad am tag zehn grad in nordfriesland und neunzehn grad im breisgau .
SONNTAG NORD loc-NORD __PU__ TEIL WOLKE __EMP__ REGEN KEIN __PU__ HAUPTSAECHLICH SONNE UEBERALL __PU__	am sonntag im äußersten norden einige wolken die aber kaum regen bringen sonst wieder viel sonne .
SUED loc-SUED MOEGLICH REGEN GEWITTER	später im süden einzelne schauer oder gewitter .
MONTAG WECHSELHAFT SONNE WOLKE REGEN WENIG	am montag mal sonne mal wolken mit nur wenigen schauern .
DIENSTAG __PU__ WECHSELHAFT MOEGLICH REGEN REGEN JA __OFF__	am dienstag unbeständiges wetter mit regenschauern .
__ON__ KLEIN TIEF SCHLESWIG H KOMMEN loc-NORD SCHNEE	ein kleines tief das sich nach schleswig holstein verlagert bringt dem norden schnee .
FRANKREICH IX AUCH __PU__ KOMMEN loc-WEST __OFF__	ein weiteres tief über frankreich streift den äußersten westen deutschlands .
__ON__ NACHT loc-REGION UEBERWIEGEND loc-REGION IX SCHNEE SCHEINEN SCHEINEN loc-OST SCHNEE SCHNEIEN SCHNEIEN	in der nacht überwiegen die wolken vereinzelt schneit es etwas in nähe der nordsee kräftige schneeschauer .
__ON__ loc-NORD WIND MAESSIG KUESTE WIND FRISCH WIND SONST loc-REGION SCHWACH WIND	im norden mäßiger wind an den küsten frischer wind mit starken bis stürmischen böen sonst weht der wind schwach .
__ON__ HEUTE NACHT loc-NORD MINUS ZWEI UNTEN BERG MINUS FUENFZEHN WENN KLAR HIMMEL	heute nacht minus zwei grad an der nordsee und minus fünfzehn grad bei aufklaren an den alpen .
TAG ALPEN IX MINUS SIEBEN loc-OST PLUS EINS __OFF__	am tag minus sieben grad am alpenrand und plus ein grad an der ostsee .
SAMSTAG AUCH WOLKE UEBERWIEGEND __PU__ SCHNEE SCHNEIEN BISSCHEN	auch am samstag überwiegen die wolken und es schneit etwas .
__ON__ SONNTAG AEHNLICH WAHRSCHEINLICH ABER loc-REGION SCHNEE SCHEINEN MIT DAZU STARK WIND __OFF__	ähnliches wetter dann auch am sonntag wobei es recht verbreitet schneit dazu wird es sehr windig .
__ON__ JETZT WETTER WIE AUSSEHEN MORGEN SAMSTAG SIEBZEHN DEZEMBER __OFF__	und nun die wettervorhersage für morgen samstag den siebzehnten dezember .
__ON__ ORKAN ORKAN IX WEITER cl-KOMMEN BERG HEUTE NACHT	das orkantief zieht heute nacht richtung baltikum .
DEUTSCH LAND OST SUEDRAUM DOCH UNWETTER __PU__ GEFAHR	dabei besteht vor allem im osten und süden deutschlands noch unwettergefahr .
ES-GIBT WARNUNG __PU__ NOCH __OFF__	es gibt entsprechende warnungen des deutschen wetterdienstes .
DARUM HEUTE NACHT KOENNEN __HOLD__ AUTO VERKEHR FAHREN __LEFTHAND__ FAHREN SCHWIERIG	deshalb gibt es heute nacht zum teil erhebliche verkehrsbehinderungen .
SPAETER SCHNEE cl-KOMMEN SCHNEE SUEDOSTRAUM cl-KOMMEN NORDWESTRAUM KLAR __OFF__	später ziehen sich schnee und regen in den osten und süden zurück während es von nordwesten teilweise aufklart .
NORDWESTRAUM SONNE REGEN WOLKE REGEN GRAUPEL KOENNEN	sonst mal sonne mal wolken und gelegentlich regen schnee oder graupelschauer .
SPEZIELL NORDWESTRAUM GEWITTER KOENNEN	besonders im nordwesten auch gewitter .
OST SUEDOSTRAUM HEUTE NACHT STURM SPEZIELL BERG IX ORKAN ORKAN	im osten und süden heute nacht schwere sturmböen vor allem auf den bergen orkanböen .
MORGEN SCHAUER SCHAUER KUESTE BERG IX __LEFTHAND__ STURM __OFF__	morgen bei schauern an den küsten sowie im bergland noch sturmböen .
__ON__ BERG HEUTE NACHT MINUS DREI NORDSEE IX PLUS DREI	am alpenrand heute nacht minus drei auf den nordseeinseln bis plus drei grad .
MORGEN IX IX SIEBEN REGION NULL BIS SECHS GRAD __OFF__	dort morgen bis sieben sonst werte zwischen null und sechs grad .
__ON__ JETZT MORGEN MITTWOCH WIE-AUSSEHEN WETTER SIEBZEHN FEBRUAR __OFF__	und nun die wettervorhersage für morgen mittwoch den siebzehnten februar .
__ON__ DEUTSCH LAND OST HOCH DRUCK KOMMEN WOLKE NEBEL SONNE __OFF__	in der osthälfte deutschlands sorgt leichter hochdruckeinfluss morgen noch für eine mischung aus wolken nebel und sonne .
__ON__ WEST loc-WEST TIEF KOMMEN __OFF__ __ON__ LUFT MILD VIEL WOLKE SCHNEE REGEN BODEN GLATT KOENNEN __OFF__	richtung westen machen sich tiefdruckgebiete bemerkbar mit mildere luft aber auch vielen wolken die etwas schnee oder zum teil gefrierenden regen bringen .
__ON__ HEUTE NACHT EINIGERMASSEN TROCKEN __OFF__	heute nacht bleibt es aber meist noch trocken .
loc-SUEDWEST KOMMEN NEU MORGEN TAG DANN SCHNEE REGEN KOENNEN __OFF__ __ON__ loc-NORD REGEN REGEN __OFF__	in den südwesten ziehen allerdings wieder neue wolken und gegen morgen setzt dort stellenweise leichter schneefall oder gefrierender regen ein .
__ON__ loc-WEST GEFAHR GLATT __OFF__	es besteht erhöhte glättegefahr .
__ON__ WIND MAESSIG ZEIGEN __OFF__	schwacher im norden mäßiger an den küsten auch frischer wind aus südost bis ost .
__ON__ HEUTE NACHT loc-REGION KALT KLAR HIMMEL STERN KOENNEN SEHEN BIS ZEHN __EMP__ ZWOELF GRAD MINUS	in der nacht wieder überall klirrend kalt unter klarem himmel teilweise zweistellige minusgrade .
MORGEN MINUS DREI loc-REGION ODER PLUS SECHS GRAD __OFF__	nordöstlich der elbe morgen minus drei im breisgau bis plus sechs grad .
__ON__ DONNERSTAG HAUPTSAECHLICH WOLKE HIMMEL	am donnerstag meist stark bewölkt .
REGEN KOENNEN FALLEN GLATT __OFF__ NORD AUCH SCHNEE DABEI	gebietsweise fällt regen der gefrieren kann im norden ist schnee dabei .
FREITAG IX-PLUSPLUS SCHNEE BERG AUCH SCHNEE __OFF__	auch am freitag hier und da regen im bergland teilweise schnee .
__ON__ DANN WOCHENENDE KALT BLEIBEN NOCH __OFF__	winterlich geht es dann auch ins wochenende .
__ON__ JETZT WETTER WIE-AUSSEHEN MORGEN SONNTAG SIEBZEHN JANUAR __OFF__	und nun die wettervorhersage für morgen sonntag den siebzehnten januar .
__ON__ loc-REGION TIEF KOMMEN HEUTE NACHT MORGEN HAUPTSAECHLICH REGEN REGEN DEUTSCH LAND loc-WEST MEHR REGEN-PLUSPLUS	atlantische tiefausläufer bringen uns heute nacht und morgen zum teil kräftige niederschläge die sich in der westhälfte deutschlands zunehmend in regen verwandeln .
OST loc-REGION MEISTENS IX SCHNEE SCHEINEN SCHEINEN __EMP__ MOEGLICH loc-REGION GLATT	richtung osten fällt meist noch schnee glatt kann es überall werden .
OST MORGEN __EMP__ TROCKEN ABER MORGEN TAG IX SCHNEE SCHNEIEN SCHNEIEN	im nordosten bleibt es bis zum morgen noch trocken aber im laufe des tages fällt dort schnee .
loc-WEST MEISTENS REGEN-PLUSPLUS	in den westlichen landesteilen ist es meist regen .
WIND FRISCH STARK STURM MEER TATSAECHLICH SCHWER STURM MOEGLICH	der wind bläst teilweise frisch mit starken bis stürmischen böen auf den bergen auch schwere sturmböen .
MIT SCHNEE SCHNEIEN WEHEN	dabei sind schneeverwehungen möglich .
FLUSS NORD HIER DREI GRAD ODER FLUSS MINUS VIER	am oberrhein heute nacht plus drei in odernähe bis minus vier grad .
MORGEN TEMPERATUR MINUS EINS NORD loc-NORDOST DANN MILD SECHS loc-SUEDWEST MILD __OFF__	morgen reichen die temperaturen von minus einem grad im nordosten bis zu recht milden plus sechs grad im südwesten .
MONTAG VIEL WOLKE loc-OST IX SCHNEE	am montag viele wolken und vor allem im osten gebietsweise schneefall .
TEIL TEIL loc-SUEDWEST FREUNDLICH	im südwesten zum teil freundlich .
DIENSTAG MITTWOCH SCHNEE SCHEINEN SCHEINEN BISSCHEN	auch in den folgenden tagen fällt hier und da etwas schnee .
SONNE SELTEN __PU__ __OFF__	die sonne lässt sich nur selten blicken .
JETZT WETTER MORGEN FREITAG SIEBZEHN JULI __OFF__	und nun die wettervorhersage für morgen freitag den siebzehnten juli .
MORGEN TIEF KOMMEN	morgen übernimmt wieder ein tief die wetterregie .
REGION NOCH WARM DEUTSCHLAND KOMMEN MOEGLICH GEWITTER __OFF__	von westen zieht es heran und lenkt an seiner vorderseite noch sehr warme luft nach deutschland in der es teilweise unwetterartig gewittern kann .
__ON__ UND-DANN IM-VERLAUF MEHR KUEHL SAMSTAG __PU__ PLOETZLICH TEMPERATUR SINKEN __OFF__	dahinter folgt kühle atlantikluft die am samstag für einen temperatursturz sorgt .
MORGEN IM-VERLAUF WEST MEHR WOLKE KOMMEN SCHAUER GEWITTER	gegen morgen wird es dann von westen wolkiger mit ersten schauern und gewittern .
DANN IM-VERLAUF KOMMEN NORD loc-REGION ODER WESER	die breiten sich im tagesverlauf nach osten aus und erreichen am abend oder und neiße .
MOEGLICH __PU__ STURM GEWITTER __OFF__	dabei besteht ein erhöhtes unwetterrisiko .
TEIL AUCH STURM ODER ORKAN MOEGLICH __PU__ loc-REGION SCHWACH MAESSIG MAESSIG FRISCH KOMMEN KOMMEN __OFF__	zum teil sind auch schwere sturmböen oder einzelne orkanböen möglich sonst schwacher bis mäßiger gelegentlich auch frischer wind aus süd bis west .
HEUTE ABEND DREIZEHN GRAD loc-REGION NORD NEUNZEHN GRAD __OFF__	heute nacht dreizehn grad am alpenrand bis neunzehn grad am oberrhein .
MORGEN __PU__ RHEIN NEUNZEHN GRAD loc-REGION DREI DREISSIG loc-REGION __OFF__	morgen werte von neunzehn grad in der eifel bis dreiunddreißig grad in der lausitz .
SAMSTAG ENORM MEHR KUEHL __PU__ AUCH WECHSELHAFT MOEGLICH TEIL WIND MOEGLICH __PU__	am samstag wird es deutlich kühler dabei ist es wechselhaft und teilweise windig .
UND SONNTAG SONNE WENIG ABER MONTAG BESSER SUED loc-REGION MEHR SONNE __OFF__	auch am sonntag macht sich die sonne noch rar aber montag zeigt sie sich zumindest im süden wieder häufiger .
__ON__ JETZT WETTER WIE-AUSSEHEN __PU__ MORGEN SONNTAG SIEBZEHN JULI __OFF__	und nun die wettervorhersage für morgen sonntag den siebzehnten juli .
__ON__ SCHOTTLAND __LEFTHAND__ __LEFTHAND__ __LEFTHAND__ OST cl-KOMMEN	der ausläufer eines tiefs bei schottland überquert deutschland von west nach ost .
ZUERST WARM LUFT cl-KOMMEN cl-KOMMEN DANN MEER LUFT KUEHL cl-KOMMEN cl-KOMMEN cl-KOMMEN	dabei fließt zunächst noch warme luft heran bevor sich kühlere meeresluft ausbreitet .
MORGEN SUEDOSTRAUM MEISTENS GEWITTER GEWITTER MOEGLICH	an der luftmassengrenze können sich morgen über den südosten kräftige gewitter entwickeln .
DANN MORGEN cl-KOMMEN OST REGEN REGEN L SUEDOSTRAUM BAYERN ANFANG FREUNDLICH DANN IM-VERLAUF AUCH REGEN REGEN DANN MEISTENS GEWITTER GEWITTER	morgen verlagert sich das regenband richtung osten in der lausitz sowie in südostbayern zunächst noch freundlich bevor es auch dort zu regnen beginnt zum teil entwickeln sich kräftige gewitter .
NORDWESTRAUM WIEDER KLAR __OFF__	in der nordwesthälfte lockert es dann wieder auf .
__ON__ IX WIND MAESSIG MAESSIG IX __HOLD__ WEHEN WEHEN STARK WIND WENN GEWITTER __HOLD__ STURM DABEI	mäßiger bis frischer südwestwind mit starken böen in gewitternähe gefahr von sturmböen .
__LEFTHAND__ FLUSS HEUTE NACHT SIEBZEHN	an rhein und main heute nacht noch warme siebzehn .
BERG NEUN GRAD	am alpenrand neun grad .
MORGEN NUR OST SUEDOSTRAUM SOMMER REGION MEHR KUEHL __OFF__	morgen nur im osten und südosten noch sommerliche werte sonst wird es deutlich kühler .
__ON__ MONTAG WEITER IM-VERLAUF MEISTENS ORT-PLUSPLUS DOCH KUEHL __OFF__ __ON__ VIEL WOLKE SCHAUER SCHAUER GEWITTER GEWITTER	in der neuen woche bleibt es in den meisten regionen deutschlands erstmal recht kühl für die jahreszeit das ganze bei vielen wolken mit schauern vereinzelt mit blitz und donner .
MANCHMAL-PLUSPLUS SONNE __OFF__	ab und zu zeigt sich auch mal die sonne .
__ON__ ABEND LIEB ZUSCHAUER BEGRUESSEN __OFF__	guten abend liebe zuschauer .
__ON__ IM-MOMENT NORD loc-NORD SONNE SUPER MITTE BERG	traumhaft sonniges wetter haben wir derzeit in norddeutschland aber auch über den mittelgebirgen .
__EMP__ GUT __EMP__ UNTEN REGEN-PLUSPLUS	dauerregen dagegen südlich der donau heute den ganzen tag über .
DESHALB WOLKE LANGSAM KOMMEN MITTE BERG IN-KOMMEND STUNDE	und dieses wolkenband das wird jetzt langsam die mittelgebirge erreichen in den nächsten stunden .
DANN WIEDER REGEN BESONDERS HEUTE NACHT MORGEN FRUEH loc-REGION FLUSS	und es fängt dann an zu regnen vor allen dingen heute nacht dann bis morgen früh im saarland auch wahrscheinlich am main .
